song names
Joypunks - Big Wild
Dominoes - Lorde
Mood Ring - Lorde
Secrets from a Girl (Who's Seen it All) - Lorde
Silver Lining - Mt. Joy
Dirty Love - Mt. Joy
Poplar St - Glass Animals
Forest of Gold - Mazde
how do u feel? - Stop Light Observations
6's to 9's (feat. Rationale) - Big Wild
Touch - Big Wild
Astrovan - Mt. Joy
Watch it Grow - KR3TURE
No Vacancy - Rainbow Kitten Surprise
Devil Like Me - Rainbow Kitten Surprise
Sun - Two Door Cinema Club
What You Know - Two Door Cinema Club
Take a Walk - Passion Pit
Stand Or Fall - The Fixx
Way It Goes - Hippo Campus
Leave Me Alone - I DONT KNOW HOW BUT THEY FOUND ME
Malibu 1992 - COIN
Nellie - Dr. Dog
When You Die - MGMT
Rawnald Gregory Erickson the Second - STRFKR
Little Dark Age - MGMT
Moving On - Sarah and the Sundays
Sunbleached Girl - Shag Rock
Bitter - Palace
Westwood - o k h o
Summer Sun - Common Saints
Heavenly Side - NGHTMRE Remix - ILLENIUM
A Concert Six Months From Now - FINNEAS
Mammoth - Dimitri Vegas & Like Mike
Billie Bossa Nova - Billie Eilish
Crooked Tree (with Shaggy) - Sting
Englishman In New York - Reggae Version / Recorded At Spotfiy Studios NYC - Sting
Something More - WiDE AWAKE
Impossible (feat. John Martin) - David Guetta
Sugarcane - Twin Shadow
Walking on the Moon - The Human Experience
Without You - Alex Louder
I know you - GIOKAV
This Life - Crystal Rock
Bulletproof - La Roux
Take My Hand - Klaas
Rabbit Hole - Gabry Ponte
Never Let Me Go - Markhese
Lose My Mind - JYYE
Take Me Home (feat. Jess Ball) - EDX
Hypnotized - Scheffwell
Hear Me Say - KREAM Remix - Jonas Blue
Ringtone - MOTi
"Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady] - Skrillex"
Rasputin - Majestic
Don't Be Afraid (feat. Jungle) - Diplo
Sweet Dreams - Alan Walker
My House - Declan McKenna
have fun - Jackie Hayes
Is There Any Love - Twin Shadow
Lonely As I Ever Was - Spencer.
Reach Out - Sufjan Stevens
it's happening again (feat. KUČKA) - flowerkid
Paranoia Dreams - Junior Mesa
daytime - Frances Forever
That's Life - Still Woozy
nwts - Amindi
The Vibe - Amorphous
One In A Million - Half Pint
Where'd All the Time Go? - Dr. Dog
Can't Stop - Red Hot Chili Peppers
Under the Bridge - Red Hot Chili Peppers
When It Lands - Rainbow Kitten Surprise
Soul to Squeeze - Red Hot Chili Peppers
Call Out My Name - The Weeknd
Take It or Leave It - Cage The Elephant
"Genius (feat. Sia, Diplo, and Labrinth) - Sia"
Arsonist's Lullabye - Hozier
From Eden - Hozier
Mission to Mars - Rainbow Kitten Surprise
Heart - Rainbow Kitten Surprise
Fail! - Rainbow Kitten Surprise
Holy War - Rainbow Kitten Surprise
Cold War - Cautious Clay
Awaken - Big Wild
Hallucinogenics - Vallis Alps Remix - Matt Maeson
I Dreamt We Spoke Again - Louis the Child Remix - Death Cab for Cutie
Pink Skies (Demo) - Wiley from Atlanta
Put It on Me - Matt Maeson
Wave(s) - Lewis Del Mar
Julia - Mt. Joy
Grave Digger - Matt Maeson
Dollar - Electric Guest
Turn Me On (feat. Nicki Minaj) - David Guetta
Be Alright - Dean Lewis
On My Grind - Tunji Ige
Fly (feat. Amara Abonta) - Ødyssey
"Two Birds, One Stone - Drake"
Physical - Dua Lipa
Right Above It - Lil Wayne
Just Can’t Get Enough - Black Eyed Peas
So Good (feat. bülow) - NGHTMRE Remix - Whethan
Crave You - Adventure Club Remix - Flight Facilities
No Fronts - Bishu
Never Have I Felt This - Koven
California - Berhana
Sideways - ILLENIUM
Why'd You Only Call Me When You're High? - Arctic Monkeys
SAYONARA - Aries
Frontlines - Zeds Dead
Sober - Slushii
Hard To Say Goodbye (feat. Chloe Angelides) - Ekali
Us - Snavs
Distance - Apashe
Sunday Best - Surfaces
Runaway (U & I) - Galantis
We'll Be Coming Back (feat. Example) - Calvin Harris
Falling - Alesso
Leave The World Behind - Radio Edit - Axwell
My Way - Calvin Harris
Giant (with Rag'n'Bone Man) - Calvin Harris
Amnesia - Loud Luxury
Sorry - Club Mix - Sleepdealer
ONCE UPON A TIME (FREESTYLE) - IDK
Freestyle - Lil Baby
Bebop - [bsd.u]
Therapy - LeRoyce
White Iverson - Post Malone
Upside Down (feat. Grouplove) - Flux Pavilion Remix - Whethan
Zero - Electric Guest
Animals - Radio Edit - Martin Garrix
Dangerous (feat. Sam Martin) - David Guetta
Pure Grinding - Avicii
The Bigger Picture - Lil Baby
Emotionally Scarred - Lil Baby
Idol Eyes - Common Saints
Virus (How About Now) - Martin Garrix
Shot Me Down (feat. Skylar Grey) - Radio Edit - David Guetta
Circles - Original - KDrew
Titanium (feat. Sia) - David Guetta
Levels - Radio Edit - Avicii
Don't You Worry Child - Radio Edit - Swedish House Mafia
Warriors - Imagine Dragons
Nova - Ahrix
Unicorn Zombie Apocalypse - Original Mix - Borgore
Middle - DJ Snake
Don't Let Me Down - The Chainsmokers
Feel Me - Hopsteady
Hot (Remix) [feat. Gunna and Travis Scott] - Young Thug
Rocky - Still Woozy
Amongst the Dead - Sickboyrari
A Swollen Song - Jaxxon D. Silva
Someone Else - Rezz
Me and You - Champagne Drip
Chemicals - SG Lewis
High Ground - Luchii
Only Be Me - DROELOE
Memories (feat. Kid Cudi) - 2021 Remix Extended - David Guetta
Goosebumps - Remix - Travis Scott
What You Need (feat THEY.) - Jae Stephens
Weekend Friend - Goth Babe
Fluorescent Adolescent - Arctic Monkeys
Savior - Rise Against
Kaleidoscope (Feat. Crystalline) - Champagne Drip
CASH COW - NGHTMRE
go with u - BAYNK
Need U - DVBBS
Rushing Back - Flume
Bad Things - Alison Wonderland
Stay Forever (feat. STRFKR) - Whethan
We Can Be Friends - What So Not
I'm No Magician - Vincent
On Your Mind - Kaskade
Stars Tonight - Zeds Dead
20:25 - Flux Pavilion
FEELING GUD - NGHTMRE
Waiting - RL Grime
Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit) - Kid Cudi
Jackie Chan - Tiësto
Disturbia - Rihanna
Roses - feat. ROZES - The Chainsmokers
Seven Nation Army - DMNDS
Holiday - Green Day
Homemade - Matthew Chaim
All That and More (Sailboat) - Rainbow Kitten Surprise
Long Road - DisMissedFit
Deeper Within - JERHELL
Roses - Imanbek Remix - SAINt JHN
Mojo So Dope - Album Version (Edited) - Kid Cudi
On My Way Out - Getter
Release - Getter
Drowning - Just A Gent
Forget It (feat. Oliver Tree) - Getter
Gold (Stupid Love) - Excision
GUD VIBRATIONS - NGHTMRE
Moon Love - Boombox Cartel
Cudi Montage - KIDS SEE GHOSTS
4 Da Kidz - Kid Cudi
The Pale Moonlight - Kid Cudi
Elsie's Baby Boy (flashback) - Kid Cudi
Damaged - Kid Cudi
The Void - Kid Cudi
Heaven On Earth - Kid Cudi
Tequila Shots - Kid Cudi
Dive - Kid Cudi
She Knows This - Kid Cudi
The End - Kid Cudi
Bleed It Out - Linkin Park
New Divide - Linkin Park
What I've Done - Linkin Park
Rest in Pedals - Granata
So Good - B.o.B
Album of the Year - Freestyle - J. Cole
Wild’n Cuz I’m Young - Album Version (Edited) - Kid Cudi
What If I Told You That I Love You - Ali Gatie
Party Till We Die (feat. Andrew W.K.) - MAKJ
Love and Fear - Nokiaa
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix - Lana Del Rey
Ghetto Symphony - A$AP Rocky
1901 - Phoenix
Dark Days [Feat. Sylvan Esso] - Local Natives
Walking On A Dream - Empire of the Sun
Sit Next to Me - Stereotypes Remix - Foster The People
Breezeblocks - alt-J
Buttercup - Hippo Campus
Cigarette Daydreams - Cage The Elephant
"New Person, Same Old Mistakes - Tame Impala"
Can I Call You Tonight? - Dayglow
Superhero - We Are Hunters
Set It - Ol' Burger Beats
Let It Happen - Soulwax Remix - Tame Impala
DRIVE ME CRAZY - KAYTRANADA
L.A.M.M. - Sweatshop Union
We Will Rock You - Remastered 2011 - Queen
In Your Head - RL Grime Edit - G Jones
Miracle Man - Oliver Tree
KOD - J. Cole
Trap (feat. Lil Baby) - SAINt JHN
Trust Nobody - Hippie Sabotage
Again - Jaden
Hippies - flipturn
Sweetie Little Jean - Cage The Elephant
Claudia - FINNEAS
Smoking at Midnight - Tomppabeats
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo) - Major Lazer"
entheogen - Nohidea
8 - mindbody&beats
northern organix - lojii
NIGHT OWL - Psymun
Talk About Us - Kofi Stone
ZZZ - Milkavelli
Spliff in the Morning - Walterwarm
2012 - Joey Purp
Null & Void - o k h o
artifacts_stbb375 - eli filosov [ p h i l o ]
Dead Eyes - Promoting Sounds
Monday Mourning - Drex Carter
Sad Saturdays - JOBA
Juvenescence - Verzache
Find My Way - khai dreams
Machinegun Rap - BluntOne
Human By Definition + Plastic Fruit - Joe Corfield
Ambivalence - Hanz
Water - Caleb Belkin
Shine Thru - FloFilz
Put Down What You Are Carrying (with Brett Dennen) - Trevor Hall
CONFUSED! - Kid Cudi
The Rage - Kid Cudi
Going To The Ceremony - Kid Cudi
Only 1 (Interlude) (with Travis Scott) - Metro Boomin
Releaser - Kid Cudi
My World - Kid Cudi
Prayers Up (feat. Travis Scott & A-Trak) - Calvin Harris
Nights - Frank Ocean
Ghost Town - Kanye West
The Games We Play - Pusha T
through the late night - Travis Scott
1995 - CoryaYo
Really Sorry - Flitz&Suppe
High N Low - Aquifer
Ashin’ Kusher - Kid Cudi
These Worries - Kid Cudi
ASTROTHUNDER - Travis Scott
Baptized In Fire - Kid Cudi
Strawberry Skies - Kid Travis
100 Rounds - FRVRFRIDAY
Love Is Only a Feeling - Joey Bada$$
Blastoff (feat. Juice Wrld & Trippie Redd) - Internet Money
Mr. Rager - Kid Cudi
Listen - Alan Watts
Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba) - Dreamville
Shoota (feat. Lil Uzi Vert) - Playboi Carti
You & Me - Flume Remix - Disclosure
Came Up - Flosstradamus
Movie - Tom Misch
Is It Too Late for Me - Beowülf
I Fall in Love Too Easliy - Caleb Belkin
Reborn - KIDS SEE GHOSTS
Cocaine Jesus - Rainbow Kitten Surprise
Wasted - Rainbow Kitten Surprise
Eyeliner - Edit - Milo Gore
Fever Pitch - Rainbow Kitten Surprise
Too Good - Kedam
Gooey - Glass Animals
Tokyo Drifting - Glass Animals
ur baby. - tomorrow's forecast
Cardiac Arrest - Bad Suns
Time - Pink Floyd
It's Called: Freefall - Rainbow Kitten Surprise
Take It Away - RL Grime
Hate The Other Side (with Marshmello & The Kid Laroi) - Juice WRLD
Waiting Too Long - Hippie Sabotage
Undo - AWAY Remix - RL Grime
Options - Hippie Sabotage
Take It Away - Alexander Lewis Remix - RL Grime
Wait - NoMBe
Wild Horses - Bishop Briggs
"The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track - Hermitude"
Colorado - Kota the Friend
The One Thing Everyone Should Learn - The Red Pill
Monday Loop - Tomppabeats
Alive - Empire of the Sun
DEVASTATED - Joey Bada$$
goosebumps - Travis Scott
Royals - Lorde
I Lost a Friend - FINNEAS
Whatever It Takes - Imagine Dragons
Pray 4 Love (feat. The Weeknd) - Travis Scott
Fallen - Jaden
Mile High (feat. Travis Scott & Metro Boomin) - James Blake
House Arrest - Sofi Tukker
Cringe - Matt Maeson
Blue World - Mac Miller
This Life - Denzel Curry
Some Nights - fun.
Pain 1993 (with Playboi Carti) - Drake
Lady Lie - Rainbow Kitten Surprise
First Class - Rainbow Kitten Surprise
Seven - Rainbow Kitten Surprise
Rabbit Hole - Jake Bugg
Falling in Rain - Polyenso
You've Got Me Running in Circles - Sonny Cleveland
This Must Be The Place - Sure Sure
Habit - Still Woozy
Posthumous Forgiveness - Tame Impala
Breathe Deeper - Tame Impala
High You Are - Branchez Remix - What So Not
How High Are You - WOLF
Joyride - Kevin Abstract
Vacation - Still Woozy
Window - Still Woozy
Secrets - OneRepublic
Stratosphere - Mutemath
Thinkin Bout You - Frank Ocean
Young Forever - JAY-Z
3 Years - dempsey hope
Running Miles - Hippie Sabotage
Goodie Bag - Still Woozy
Left Hand Free - Lido Remix - alt-J
Guru - Coast Modern
Electric Feel - MGMT
On Top - Flume
Drop The Game - Flume
Let It Happen - Tame Impala
The Sweetest Drug - Madcon
Telescope - Cage The Elephant
Ain't No Rest for the Wicked - Cage The Elephant
Energy (with A$AP Rocky & Sabrina Claudio) - BURNS
A$AP Forever (feat. Moby) - A$AP Rocky
If You Ever (feat. 6LACK) - Nao
SAYONARA - Aries
My Body - Young the Giant
Undercover Martyn - Two Door Cinema Club
Island In The Sun - Weezer
Falling Down - Bonus Track - Lil Peep
Sunflower - Rex Orange County
Shelter - FINNEAS
Alone - Yo Trane
Lemonade - Ukulele Version - Jeremy Passion
Kickback - Omar Apollo
Let's Fall in Love for the Night - FINNEAS
Honesty - Pink Sweat$
Devil Eyes - Hippie Sabotage
The Great Escape - Boys Like Girls
"Dear Maria, Count Me In - All Time Low"
Unfuckwittable - Kid Cudi
Ivy - Frank Ocean
Biking - Frank Ocean
THE SCOTTS - THE SCOTTS
Righteous - Juice WRLD
Electric (feat. Khalid) - Alina Baraz
Summertime Magic - Childish Gambino
Rollin (feat. Future & Khalid) - Calvin Harris
Faded - Alan Walker
Superposition - Young the Giant
Foreplay - Jalen Santoy
Fade - Kanye West
Love$ick (feat. A$AP Rocky) - Mura Masa
Beggin' - Madcon
LOVE. FEAT. ZACARI. - Kendrick Lamar
Isabella of Castile - STRFKR
Ooh Ahh (My Life Be Like) (feat. Toby Mac) - Grits
Stolen Dance - Milky Chance
Strawberry Fields Forever - Remastered 2009 - The Beatles
Santeria - Sublime
Purity (feat. Frank Ocean) - A$AP Rocky
Bad News - Kanye West
By Design - Kid Cudi
HIGH ON MY OWN SUPPLY - KILLBOY
Borrowed Love (feat. Swae Lee & WizKid) - Metro Boomin
Let Me Down Slowly - Alec Benjamin
Don't Even Know Me - IshDARR
SAME SIDE - Jessie Reyez
Alone Again - The Weeknd
Socks - Dominic Fike
paradise - Marco Luka
Waiting On the World to Change - John Mayer
Feline - Youngan Flippa
High For This - The Weeknd
Sign of the Times - Harry Styles
Time - Free Nationals
She Wants My Money - Dominic Fike
Hit Me Up - Omar Apollo
3 Nights - Dominic Fike
Whatever It Takes - Imagine Dragons
Stuck - Imagine Dragons
Bad Liar - Imagine Dragons
Believer - Imagine Dragons
Natural - Imagine Dragons
Counting Stars - OneRepublic
4 Letter Word - Ant Clemons
Run - Joji
4 AM - Paris Lain
We Have To Move On - Inhaler
u + i - ryster
Free Fallin' - Tom Petty
MICHUUL. - Duckwrth
North Face - ODIE
Américano - ¿Téo?
Belong in the Sun - ¿Téo?
Thru My Hair - ¿Téo?
Palm Trees - ¿Téo?
Seigfried - Frank Ocean
In One Ear - Cage The Elephant
Believe - The Bravery
Lose Control - MEDUZA
Physical - Dua Lipa
Trippy (feat. J. Cole) - Anderson .Paak
Take Me Away (feat. Russ & Wiz Khalifa) - Snoop Dogg
Take Me Out - Franz Ferdinand
I Want It Now - Bongloard
Oh! Euphoria! - Twin Atlantic
Moonlight - Lostboycrow
Ching Ching - TAPE TOY
Too Young - Post Malone
NO HALO - BROCKHAMPTON
Elevate - Drake
Don't Go Wasting Time - Alfie Templeman
Lost Day - Other Lives
Blue Cellophane - BabyJake
Dirty Little Secret - The All-American Rejects
By the Way - Red Hot Chili Peppers
Use Somebody - Kings of Leon
(If You're Wondering If I Want You To) I Want You To - Weezer
Set It On Fire - My Darkest Days
Somebody That I Used To Know - Gotye
Feel It Still - Portugal. The Man
Everlong - Foo Fighters
Smells Like Teen Spirit - Nirvana
Don’t Matter To Me (with Michael Jackson) - Drake
Uno Dos (feat. Jaden Smith) - ¿Téo?
Westcoast Collective - Dominic Fike
Black & White - Juice WRLD
Deja Vu - Post Malone
Phone Numbers - Dominic Fike
Georgia - Kevin Abstract
Lights Up - Harry Styles
Grey Luh - Berhana
Ipanema - Still Woozy
Pompeii - Bastille
Pumped Up Kicks - Foster The People
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit - Daft Punk
Animals - Maroon 5
Riptide - Vance Joy
One Kiss (with Dua Lipa) - Calvin Harris
Fly Me To The Moon (In Other Words) - Frank Sinatra
Wouldn't Leave - Kanye West
No Mistakes - Kanye West
King of Everything - Dominic Fike
Cold Cold Cold - Cage The Elephant
Lucy - Still Woozy
"Soul Sista - Remix / From ""Queen & Slim: The Soundtrack"" - Bilal"
Caught Up (feat. Khalid) - Majid Jordan
you should see me in a crown - Billie Eilish
CAN'T SAY - Travis Scott
"See You Again (feat. Kali Uchis) - Tyler, The Creator"
Kiwi - Harry Styles
Dream On - Aerosmith
Moonlight - XXXTENTACION
"Glitter - Tyler, The Creator"
Bad Habits - anders
L - Jaden
Deep End - THEY.
Dante's Creek - THEY.
What I Know Now (feat. Wiz Khalifa) - THEY.
Falcon (feat. Raury) - Jaden
E - Jaden
Ninety - Jaden
RENT FREE - Russ
Watermelon Sugar - Harry Styles
"Verify (feat. Young Thug, Gunna) - Jacquees"
FORGET - 27CLUB
I BEEN BORN AGAIN - BROCKHAMPTON
Who's Stopping Me (& Metro Boomin) - Big Sean
Mr. Brightside - The Killers
UCLA - RL Grime
Zendaya (feat. J. Cole) - Cozz
Ladders - Mac Miller
Wings - Mac Miller
Perfecto - Mac Miller
Hurt Feelings - Mac Miller
Come Back to Earth - Mac Miller
STOP TRYING TO BE GOD - Travis Scott
PARANOID - Russ
On My Own - Jaden
K - Jaden
Use Somebody - Kings of Leon
Paranoid - Post Malone
Without Me (with Juice WRLD) - Halsey
Shots at the Bar - Rob $tone
4422 - Drake
Rich And Blind - Juice WRLD
Sidewalks - The Weeknd
Six Feet Under - The Weeknd
The Hills - The Weeknd
Heartless - The Weeknd
Lean Wit Me - Juice WRLD
4th Dimension - KIDS SEE GHOSTS
Snow (Hey Oh) - Red Hot Chili Peppers
Say Amen (Saturday Night) - Panic! At The Disco
Californication - Red Hot Chili Peppers
"Crew REMIX (feat. Gucci Mane, Brent Faiyaz & Shy Glizzy) - GoldLink"
Mine - Bazzi
Sugar Wraith - Post Malone
1999 WILDFIRE - BROCKHAMPTON
BLEACH - BROCKHAMPTON
SUGAR - BROCKHAMPTON
all the good girls go to hell - Billie Eilish
92 Explorer - Post Malone
Celebrate (feat. Travis Scott & Post Malone) - DJ Khaled
Paradise - Coldplay
Go Flex - Post Malone
Starboy - The Weeknd
Wasted (feat. Lil Uzi Vert) - Juice WRLD
XO TOUR Llif3 - Lil Uzi Vert
G.O.M.D. - J. Cole
Soundtrack 2 My Life - Kid Cudi
Boulevard of Broken Dreams - Green Day
Movin' Out (Anthony's Song) - Billy Joel
American Pie - Don McLean
I'm Your Boogie Man - KC & The Sunshine Band
Real Friends - Kanye West
On The Road (feat. Meek Mill & Lil Baby) - Post Malone
Hollywood's Bleeding - Post Malone
Praise The Lord (Da Shine) (feat. Skepta) - A$AP Rocky
RNP (feat. Anderson .Paak) - Cordae
Wonderwall - Remastered - Oasis
Selah - Kanye West
Never Let Me Down - Kanye West
I Write Sins Not Tragedies - Panic! At The Disco
Roxanne - Remastered 2003 - The Police
Wanted Dead Or Alive - Bon Jovi
It's My Life - Bon Jovi
Livin' On A Prayer - Bon Jovi
More Than a Feeling - Boston
Yellow - Coldplay
Scared of the Dark (feat. XXXTENTACION) - Lil Wayne
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors) - Lil Wayne"
Mask Off - Future
Low Life (feat. The Weeknd) - Future
Sweater Weather - The Neighbourhood
i - Kendrick Lamar
Good Feeling - Flo Rida
House Of The Rising Sun - The Animals
Won't Be Late (feat. Drake) - Swae Lee
Bad Bad Bad (feat. Lil Baby) - Young Thug
Give It Away - Red Hot Chili Peppers
Dani California - Red Hot Chili Peppers
Sick Love - Red Hot Chili Peppers
Bound 2 - Kanye West
Follow God - Kanye West
I Thought About Killing You - Kanye West
my strange addiction - Billie Eilish
Nothings Into Somethings - Drake
Since Way Back - Drake
Falling - Trevor Daniel
Blem - Drake
Location - Khalid
Dang! (feat. Anderson .Paak) - Mac Miller
Self Care - Mac Miller
I.F.L.Y. - Bazzi
The Less I Know The Better - Tame Impala
Chanel (Go Get It) [feat. Gunna & Lil Baby] - Young Thug
The Other Side (feat. CeeLo Green and B.o.B) - Bruno Mars
Leave - Post Malone
Focus (feat. 21 Savage) - Bazzi
bellyache - Billie Eilish
LOVE IS LIKE A MOSHPIT - Duckwrth
